"UUID"	"IsaacObjectType"	"VersionType"	"ReferencedComponent"	"Status"	"Time"	"Author"	"Module"	"Path"	"string"
"af7e37f0-bb85-4caa-a45a-12e1de6f2ed8"	"Semantic"	"String"	"7c21b6c5-cf11-5af9-893b-743f004c97f5"	"Active"	"2018-10-10 11:09:10.362"	"f7495b58-6630-3499-a44e-2052b5fcf06c"	"f680c868-f7e5-5d0e-91f2-615eca8f8fd2"	"1f200ca6-960e-11e5-8994-feff819cdc9f"	"6b6a85d4-482c-4f4a-bc5e-2e08711b43a5"
